,Title,Price,Rating,Seller,URLs
90,Open Box: Intel Core i7-10700K Comet Lake 8-Core 3.8 GHz LGA 1200 125W CM8070104282436 Desktop Processor Intel UHD Graphics 630,$382.99 –,,,https://www.newegg.com/intel-core-i7-10700k-core-i7-10th-gen/p/N82E16819118151R?Item=N82E16819118151R
91,Intel Xeon Silver 4214R 2.4 GHz LGA 3647 BX806954214R Server Processor,$796.99 ,,Sold & Shipped by Newegg,https://www.newegg.com/intel-xeon-silver-4214r-lga-3647/p/N82E16819118189?Item=N82E16819118189
92,Intel 5218 Cascade Lake 2.3 GHz LGA 3647 125W BX806955218R Server Processor,"$1,564.99 ",,Sold & Shipped by Newegg,https://www.newegg.com/intel-5218-lga-3647/p/N82E16819118193?Item=N82E16819118193
93,Open Box: Intel Core i7-11700 Rocket Lake 8-Core 2.5 GHz LGA 1200 65W CM8070804491214 Desktop Processor Intel UHD Graphics 750 (ABS Only),$323.00 –,,Sold & Shipped by Newegg,https://www.newegg.com/intel-core-i7-11700-core-i7-11th-gen/p/N82E16819118269R?Item=N82E16819118269R
94,AMD Ryzen 9 5950X - Ryzen 9 5000 Series Vermeer (Zen 3) 16-Core 3.4 GHz Socket AM4 105W Desktop Processor - 100-100000059WOF,$498.99 ,4.8,,https://www.newegg.com/amd-ryzen-9-5950x/p/N82E16819113663?Item=N82E16819113663
95,AMD Ryzen 7 5800X - Ryzen 7 5000 Series Vermeer (Zen 3) 8-Core 3.8 GHz Socket AM4 105W Desktop Processor - 100-100000063WOF,$237.99 ,4.8,,https://www.newegg.com/amd-ryzen-7-5800x/p/N82E16819113665?Item=N82E16819113665
96,"Dell OptiPlex 3090 Desktop, Intel Core i5-10505 Upto 4.6GHz, 16GB RAM, 512GB SSD, DVDRW, DisplayPort, Windows 11 Pro",$659.99 –,,,https://www.newegg.com/dell-optiplex-3090-student-home-office/p/1VK-0001-67ME5?Item=9SIAA0SJEN5283
97,MSI Gaming Desktop Aegis ZS 5DS-290US Ryzen 5 5000 Series 5600G (3.90GHz) 16GB DDR4 500 GB PCIe SSD AMD Radeon RX 6700 XT Windows 11 Home 64-bit,"$1,145.99 ",,Sold & Shipped by Newegg,https://www.newegg.com/msi-aegis-zs-5ds-290us/p/N82E16883151085?Item=N82E16883151085
98,"Dell Vostro 3888 Desktop, Intel Core i5-10400 Upto 4.3GHz, 16GB RAM, 512GB SSD, DVDRW, HDMI, VGA, Windows 10 Pro",$699.99 –,,,https://www.newegg.com/dell-vostro-3888-student-home-office/p/1VK-0001-64TH7?Item=9SIAA0SJ5U9241
99,Adamant Custom 10-Core 3D Modelling SolidWorks CAD Workstation Desktop Computer Intel Core i9 10850K 3.6Ghz Z590 Prime 128Gb DDR4 1TB NVMe 1800MB/s SSD 4TB HDD RTX A4000 16Gb,"$3,599.99 –",,,https://www.newegg.com/p/1VK-01UA-006Y2?Item=9SIAK3PC5F9238
100,Acer Gaming Desktop Predator Orion 5000 PO5-640-UR11 Intel Core i7 12th Gen 12700F (2.10GHz) 16GB DDR5 2TB HDD 1 TB PCIe SSD NVIDIA GeForce RTX 3080 Windows 11 Home,"$2,604.99 ",,,https://www.newegg.com/acer-po5-640-ur11-predator-orion-5000/p/N82E16883101859?Item=N82E16883101859
101,Yeyian Gaming Desktop Katana X10 Intel Core i5 11th Gen 11400F (2.60GHz) 16GB DDR4 500 GB NVMe SSD NVIDIA GeForce RTX 3060 Ti Windows 11 Home 64-bit,$949.00 –,3.4,Sold & Shipped by Newegg,https://www.newegg.com/yeyian-katana-x10/p/N82E16883630017?Item=N82E16883630017
102,"Dell Optiplex 7090 Desktop Tower,10th Gen Intel Core i7-10700 8-Core Processor,16GB DDR4, 512GB SSD, Intel HD Graphics,Dual Monitor Capable, Windows 10 Pro",$849.00 ,,C & C Tech Products,https://www.newegg.com/dell-optiplex-7090-business-desktops-workstations/p/1VK-0001-64TS6?Item=9SIAE4NJ5X7698
103,MSI Gaming Desktop MPG Trident AS 12TD-030US Intel Core i7 12th Gen 12700F (2.10GHz) 16GB DDR4 1 TB PCIe SSD NVIDIA GeForce RTX 3070 Windows 11 Home 64-bit,"$1,629.99 ",3.8,,https://www.newegg.com/msi-mpg-trident-as-12td-030us/p/N82E16883152973?Item=N82E16883152973
104,"Dell Inspiron 3891 Desktop, 10th Gen Intel Core i5-10400 6-Core Processor,8GB DDR4,256GB SSD Plus 1TB HDD,Intel UHD Graphics,Wifi-AX, Bluetooth 5, USB, HDMI,VGA, Windows 11 Pro",$675.00 –,,C & C Tech Products,https://www.newegg.com/dell-inspiron-3891-business-desktops-workstations/p/1VK-0001-5ZZ38?Item=9SIAE4NHST2324
105,Adamant Custom 16-Core Liquid Cooled Workstation Desktop Computer PC Intel Core i9 12900K 3.2Ghz Z690 AORUS 128Gb DDR4 1TB NVMe SSD 5TB HDD 750W WiFi Bluetooth HDMi/DisplayPort,"$2,499.99 –",,,https://www.newegg.com/p/1VK-01UA-00GU3?Item=9SIAK3PJ0A1436
106,iBUYPOWER Gaming Desktop TraceMR274i Intel Core i5 11th Gen 11400F (2.60GHz) 16GB DDR4 1TB HDD 500 GB SSD NVIDIA GeForce RTX 3060 Windows 11 Home 64-bit,"$1,099.99 –",4.7,,https://www.newegg.com/ibuypower-tracemr274i/p/N82E16883227992?Item=N82E16883227992
107,"Skytech PRISM II Gaming PC Desktop - AMD Ryzen 7 5800X, RTX 3080 10GB GDDR6X, 16GB DDR4 3200, 1TB Gen4 SSD, RGB Fans, AC Wi-Fi, Windows 10 Home 64-bit, Black","$2,613.99 –",4,,https://www.newegg.com/skytech-st-prism2-0282-b-ne-prism-ii/p/N82E16883289215?Item=N82E16883289215
108,HP Desktop Computer Pavilion TP01-2060 Ryzen 7 5000 Series 5700G (3.80GHz) 16GB DDR4 1TB HDD 256 GB PCIe SSD AMD Radeon Graphics Windows 11 Home 64-bit,$769.99 ,,Sold & Shipped by Newegg,https://www.newegg.com/hp-pavilion-tp01-2060-student-home-office/p/N82E16883451103?Item=N82E16883451103
109,iBUYPOWER Gaming Desktop SlateMR293i Intel Core i9 11th Gen 11900KF (3.50GHz) 16GB DDR4 1 TB SSD NVIDIA GeForce RTX 3070 Windows 11 Home 64-bit,"$1,799.99 –",4.1,Sold & Shipped by Newegg,https://www.newegg.com/ibuypower-slatemr293i/p/N82E16883227993?Item=N82E16883227993
110,CyberpowerPC Gaming Desktop Gamer Xtreme GX60130 Intel Core i7 11th Gen 11700F (2.50GHz) 16GB DDR4 500 GB M.2 NVMe SSD NVIDIA GeForce RTX 2060 Windows 11 Home 64-bit,"$1,358.99 –",4,,https://www.newegg.com/cyberpowerpc-gx60130-gamer-xtreme/p/N82E16883230658?Item=N82E16883230658
111,Yeyian Gaming Desktop YPI-SHOX13-01 Intel Core i5 13th Gen 13600KF (3.50GHz) 16GB DDR5 1TB NVMe SSD NVIDIA GeForce RTX 3070 Windows 11 Home,"$1,449.00 –",,Sold & Shipped by Newegg,https://www.newegg.com/yeyian-ypi-shox13-01/p/N82E16883630019?Item=N82E16883630019
112,"Dell OptiPlex 7090 Desktop, Intel Core i7-11700 Upto 4.9GHz, 32GB RAM, 1TB NVMe SSD + 1TB HDD, DVDRW, DisplayPort, Wi-Fi, Bluetooth, Windows 10 Pro","$1,249.99 –",4,Craving Savings,https://www.newegg.com/dell-optiplex-7090-student-home-office/p/1VK-0001-68ZZ4?Item=9SIAA0SJH27222
113,"MSI All-in-One Computer PRO 22XT 10M-459US Intel Core i3 10th Gen 10100 (3.60GHz) 8GB DDR4 256 GB M.2 NVMe SSD 21.5"" Touchscreen Windows 11 Home 64-bit",$739.00 ,3,Sold & Shipped by Newegg,https://www.newegg.com/p/N82E16883152923?Item=N82E16883152923
114,"MSI All-in-One Computer PRO AP241Z 5M-072US Ryzen 7 5000 Series 5700G (3.80GHz) 16GB DDR4 500 GB PCIe SSD 23.8"" Windows 11 Home 64-bit",$929.00 ,,,https://www.newegg.com/p/N82E16883151102?Item=N82E16883151102
115,MSI Business Desktop PRO DP20ZA 5M-058US Ryzen 7 5000 Series 5700G (3.80GHz) 16GB DDR4 250 GB PCIe SSD AMD Radeon Graphics Windows 10 Pro 64-bit,$639.00 ,5,,https://www.newegg.com/p/N82E16883151044?Item=N82E16883151044
116,"MSI All-in-One Computer Modern AM242TP 11M-875US Intel Core i5 11th Gen 1135G7 (2.40GHz) 8GB DDR4 256 GB M.2 NVMe SSD 23.8"" Touchscreen Windows 11 Home 64-bit",$918.99 ,3,,https://www.newegg.com/p/N82E16883152927?Item=N82E16883152927
117,"MSI All-in-One Computer PRO AP241 11M-010US Pentium Gold G6405 (4.10GHz) 4GB DDR4 120 GB M.2 SATA SSD 23.8"" Windows 10 Pro 64-bit",$499.00 ,5,Sold & Shipped by Newegg,https://www.newegg.com/p/N82E16883152876?Item=N82E16883152876
118,"MSI All-in-One Computer PRO AP241 11M-009US Intel Core i3 10th Gen 10105 (3.70GHz) 8GB DDR4 250 GB M.2 NVMe SSD 23.8"" Windows 11 Home 64-bit",,5,Sold & Shipped by Newegg,https://www.newegg.com/p/N82E16883152875?Item=N82E16883152875
119,"MSI All-in-One Computer PRO 22XT 10M-484US Intel Core i3 10th Gen 10100 (3.60GHz) 8GB DDR4 256 GB M.2 NVMe SSD 21.5"" Touchscreen Windows 11 Home 64-bit",$679.00 ,3,,https://www.newegg.com/p/N82E16883152950?Item=N82E16883152950
120,"MSI All-in-One Computer Modern AM242 11M-891US Intel Core i3 11th Gen 1115G4 (3.00GHz) 8GB DDR4 256 GB M.2 NVMe SSD 23.8"" Windows 11 Home 64-bit",$639.00 ,,,https://www.newegg.com/p/N82E16883152928?Item=N82E16883152928
121,"MSI All-in-One Computer Modern AM242P 11M-1070US Intel Core i3 11th Gen 1115G4 (3.00GHz) 8GB DDR4 256 GB M.2 NVMe SSD 23.8"" Windows 11 Home 64-bit",$664.00 ,,Sold & Shipped by Newegg,https://www.newegg.com/p/N82E16883152952?Item=N82E16883152952
122,"MSI All-in-One Computer Modern AM242T 11M-1432US Intel Core i3 11th Gen 1115G4 (3.00GHz) 8GB DDR4 256 GB PCIe SSD 23.8"" Touchscreen Windows 11 Home 64-bit",$715.99 ,,Sold & Shipped by Newegg,https://www.newegg.com/p/N82E16883151052?Item=N82E16883151052
123,"MSI All-in-One Computer Modern AM242 11M-892US Intel Core i3 11th Gen 1115G4 (3.00GHz) 8GB DDR4 256 GB M.2 NVMe SSD 23.8"" Windows 11 Home 64-bit",$702.99 ,,,https://www.newegg.com/p/N82E16883152929?Item=N82E16883152929
124,"MSI All-in-One Computer PRO 22XT 10M-617US Intel Core i3 10th Gen 10100 (3.60GHz) 8GB DDR4 256 GB PCIe SSD 21.5"" Touchscreen Windows 11 Pro 64-bit",$849.00 ,3,,https://www.newegg.com/p/N82E16883152986?Item=N82E16883152986
125,"MSI All-in-One Computer Modern AM242P 11M-1069US Intel Core i3 11th Gen 1115G4 (3.00GHz) 8GB DDR4 256 GB M.2 NVMe SSD 23.8"" Windows 11 Home 64-bit",$664.00 –,,Sold & Shipped by Newegg,https://www.newegg.com/p/N82E16883152951?Item=N82E16883152951
126,"MSI All-in-One Computer Modern AM242T 11M-1431US Intel Core i3 11th Gen 1115G4 (3.00GHz) 8GB DDR4 256 GB PCIe SSD 23.8"" Touchscreen Windows 11 Home 64-bit",$749.99 ,,Sold & Shipped by Newegg,https://www.newegg.com/p/N82E16883151051?Item=N82E16883151051
127,"MSI All-in-One Computer PRO 22XT 10M-623US Intel Core i3 10th Gen 10100 (3.60GHz) 8GB DDR4 256 GB PCIe SSD 21.5"" Touchscreen Windows 11 Home 64-bit",$739.00 ,,Sold & Shipped by Newegg,https://www.newegg.com/p/N82E16883151049?Item=N82E16883151049
128,MSI Business Desktop Creator P50 12TC-091US Intel Core i7 12th Gen 12700F (2.10GHz) 32GB DDR4 1 TB PCIe SSD NVIDIA GeForce RTX 3060 (ITX) Windows 11 Pro 64-bit,"$1,749.00 ",,Sold & Shipped by Newegg,https://www.newegg.com/p/N82E16883151090?Item=N82E16883151090
129,"MSI All-in-One Computer PRO AP241 11M-003US Intel Core i3 10th Gen 10105 (3.70 GHz) 8 GB DDR4 250 GB PCIe SSD 23.8"" Windows 11 Home 64-bit",$699.99 ,5,Sold & Shipped by Newegg,https://www.newegg.com/p/N82E16883152831?Item=N82E16883152831
130,"MSI All-in-One Computer Modern AM242TP 11M-873US Intel Core i7 11th Gen 1165G7 (2.80GHz) 16GB DDR4 512 GB M.2 NVMe SSD 23.8"" Touchscreen Windows 11 Home 64-bit","$1,199.00 ",3,,https://www.newegg.com/p/N82E16883152925?Item=N82E16883152925
131,"Refurbished: Dell Optiplex 7040 Tower, i7-6700 Quad Core upto4.2 Ghz, 1TB SSD, 16GB RAM, 4K UHD 3-Monitor Support, 2x Display Port, HDMI, DVDRW, Windows 10 Pro, WiFi, Keyboard and Mouse Included",$379.99 ,4.4,,https://www.newegg.com/dell-optiplex-7040-business-desktops-workstations/p/1VK-0001-55491?Item=9SIAKWUBBZ0628
132,ABS Gladiator Gaming PC - AMD Ryzen 5 5600G - GeForce RTX 3070 - 16GB (2x8GB) DDR4 3200MHz - 1TB M.2 NVMe SSD,"$1,899.99 –",3,,https://www.newegg.com/abs-ala275/p/N82E16883360240?Item=N82E16883360240
133,"ASUS PN50 Mini PC, AMD Ryzen 5 4500U Upto 4.0GHz, 16GB RAM, 256GB NVMe SSD, HDMI, DisplayPort, Card Reader, Wi-Fi, Bluetooth, Windows 10 Pro",$589.99 ,,,https://www.newegg.com/asus-pn50-business-desktops-workstations/p/1VK-001S-00CG3?Item=9SIAA0SHFY3928
134,"Refurbished: Dell Optiplex 3080 Small Form Factor Desktop, Intel i5 10500 3.1Ghz, 16GB DDR4, 256GB NVMe M.2 SSD, HDMI, DVD-RW, Windows 10 Pro (Grade B)",$454.99 ,,,https://www.newegg.com/dell-optiplex-3080-business-desktops-workstations/p/1VK-0001-69T03?Item=9SIADUMJJN8986
135,ABS Tempest Ruby High Performance Gaming PC – Ryzen 9 7900X – Radeon 7900 XTX - 32GB DDR5 5600MHz - 2TB M.2 NVMe SSD – SR7900X7900XTX,"$2,799.99 –",,,https://www.newegg.com/abs-sr7900x7900xtx-tempest-ruby/p/N82E16883360355?Item=N82E16883360355
136,ABS Stratos Ruby High Performance Gaming PC – Ryzen 5 7600X – Radeon 7900 XT - 16GB DDR5 5600MHz - 1TB M.2 NVMe SSD – SR7600X7900XT,"$2,099.99 –",,,https://www.newegg.com/abs-sr7600x7900xt-stratos-ruby/p/N82E16883360354?Item=N82E16883360354
137,ABS Gladiator Gaming PC – AMD Ryzen 7 7700X - GeForce RTX 3070 - 32GB DDR5 6000MHz –1TB M.2 NVMe SSD,"$1,999.99 –",,,https://www.newegg.com/abs-ala284/p/N82E16883360249?Item=N82E16883360249
138,ASUS ROG MAXIMUS VI EXTREME LGA 1150 Intel Z87 HDMI SATA 6Gb/s USB 3.0 ATX Intel Gaming Motherboard,"$1,392.47 ",3.5,Corn Electronics,https://www.newegg.com/asus-rog-maximus-vi-extreme/p/N82E16813131974
139,ASUS 2T2R Dual Band WiFi Moving Antenna For Rog Strix Z270 Z370 X370 Z390 GAMING,$21.30 ,5,,https://www.newegg.com/p/2S7-07D5-00026
140,Fitbit Versa Smart Watch Black and Black Aluminium One Size S & L Bands Included,$67.61 –,,Active Sale,https://www.newegg.com/p/1JV-002U-001C2
141,Apple Watch Series 7 45mm Green Aluminum Case with Clover Sport Band MKN73LL/A,$385.00 ,,,https://www.newegg.com/apple-mkn73ll-a-smart-watch-series-7-green/p/2T2-0030-005M8
142,B75 LGA 1155 Motherboard Support LGA1155 Processor DDR3 M-ATX for I3/I5/I7 Integrated Graphics Mainboard X7-V124,$106.66 ,,Smith's Computer Market,https://www.newegg.com/p/2S7-07JP-24KK5
143,19.5V 11.8A 230W 7.4x5.0mm Chicony A17-230P1A Power Supply AC Adapter For MSI GL75 GP75 LEOPARD GL65 P65 Laptop Charger,$95.28 ,,Vszerda,https://www.newegg.com/p/2S7-07JP-29885
144,Apple Watch Series 3 GPS w/ 42MM Space Gray Aluminum Case & Black Sport Band,$239.97 ,5,Reliant Cellular,https://www.newegg.com/apple-mtf32ll-a-smart-watch-series-3-space-gray/p/00I-00KY-001P9
145,OnePlus Watch | 4GB Smart Watch | Blood Oxygen | Up to 14 days | 1.39'' AMOLED | GPS | Moonlight Silver,$169.00 –,,,https://www.newegg.com/p/2T2-06CB-00003
146,iFixit Manta Driver Kit. Includes iFixit's Widest Assortment of 112 Steel Bits—Complete With Every Drive Style and Size You'll Need For any Repair. Model IFXIF1453921,$80.00 ,5,,https://www.newegg.com/p/2S7-01PH-00005
147,Apple Watch Series 8 [GPS 45mm] Smart Watch w/ Midnight Aluminum Case with Midnight Sport Band - S/M.,$499.00 ,,NGP_STORE_USA,https://www.newegg.com/p/2T2-0030-00707
148,Printer Print Head For EPSON WF-7610 WF-7620 WF-7621 WF-7111 WF-3640 WF-3620,$23.89 –,,youer_supermarket,https://www.newegg.com/p/2S7-07DZ-00015
149,Tactical Ar Folding Stock Adapter Ar-15/M16 Gen3-M Ar Folding Stock Hunting Accessories Black Ar Folding Stock Adapter,$35.42 –,,,https://www.newegg.com/p/2S7-07JP-1JCR5
150,Fitbit Versa 2 FB507BKBK Fitness Smartwatch with Silicone Band - Black-Carbon - One Size,$157.54 –,,,https://www.newegg.com/p/2T2-0039-00080
151,Mouse Keyboard Converter Adapter for Titan Two Controller for PS4 PRO SLIM/ ONE/XBOX360/PS4/PC/NS Switch,$293.99 ,,Smith's Computer Market,https://www.newegg.com/p/2S7-07JP-15ZD6
152,1PC New USB Receiver Adapter 500HZ for Log.itech G602 Wireless professional Gaming Mouse accessories,$23.65 ,,Super Electronics,https://www.newegg.com/p/2S7-01NT-03UP8
153,COOLING REVOLUTION AB07005HX12BB00 5v 0.40A Tsinghua Tongfang Elite V38 machine fan,$22.09 ,,Vszerda,https://www.newegg.com/p/2S7-07JP-1C902
154,Silverstone HELA 2050 Platinum Cybenetics Platinum Certified 2050W ATX Power Supply,$509.99 ,,Sold & Shipped by Newegg,https://www.newegg.com/p/2S7-05S9-00011
155,"YAMAY Smart Watch for Android Phones Compatible with iPhone Samsung, Watch for Men Women with 1.69"" Screen Alexa Built-in, Blood Oxygen & Heart Rate Monitor Steps Sleep Tracker 5ATM Waterproof Black",$49.99 ,5,YAMAY,https://www.newegg.com/p/2T2-06CM-00046
156,FOR Sennheiser 507214 Genuine HZP 49 Replacement Ear Pads Cushions for PXC550 FOR MB660 Series Headphones Soft Memory Foam,$18.10 ,5,,https://www.newegg.com/p/2S7-07JP-1AXY1
157,Willful Fitness Tracker No Bluetooth Simple No App No Phone Required Waterproof Fitness Watch Pedometer Watch with Step Counter Calories Sleep Tracker for Kids Parents Men Women Blue,$21.99 ,5,,https://www.newegg.com/p/2T2-06CJ-00016
158,iFixit Mako Driver Kit - 64 Precision Bits for Electronics Repair,,,,https://www.newegg.com/p/2S7-01PH-00010
159,DC 5V-36V Dual MOS Control Cycle Trigger Timer Delay Relay Module Switch LED Quiescent Current 20mA Operating Current 50mA,$9.76 ,,,https://www.newegg.com/p/2S7-06CR-0BB35
160,"Amazfit Band 5: 15-Day Battery Life - Fitness Tracker - Blood Oxygen, Heart Rate, Sleep Monitoring - Alexa Built-in - Music Control - Water Resistant, Black",$39.99 ,4.8,Amazfit North America,https://www.newegg.com/p/1JV-00FJ-00045
161,DC 12-24V Japan Nidec 24H Brushless Servo Motor Built-in Drive 100 Line Encoder Pwm Speed Regulation,$17.99 –,,Electronic new century,https://www.newegg.com/p/2S7-07JP-217W6
162,CPU Contact Frame LGA 1700 Bracket for Intel 12th Gen CPU,,,,https://www.newegg.com/p/2S7-08BS-00001
163,"Zepp Z Health and Fitness Smart Watch with Titanium Alloy Crafting, 15 Days Battery Life, Online and Offline Voice Assistants, SpO2 Level Measurement, Heart Rate, Sleep and Stress Monitoring (Brown)",$249.99 –,,Amazfit North America,https://www.newegg.com/p/2T2-00F9-00074
164,"Amazfit GTS Smartwatch, 1.65” AMOLED Display, Slim Metal Body, Smart Notifications, Activity Tracking, 14-Day Battery Life, Water Resistance, Rose Pink",$119.99 ,,,https://www.newegg.com/p/1JV-00FJ-00037
165,Control panel assembly For HP M280 M281 M278 280 281 278 Printer Control Key Board G3Q59-60004 T6B80-60101,$145.41 –,,,https://www.newegg.com/p/2S7-07JP-1EMA5
166,CJWP27 12V water pump self-priming 370 diaphragm pump RF-370CA-12560 12V pump,$16.99 –,,,https://www.newegg.com/p/2S7-07JP-1N737
167,New For HP 15-bs 15-bs1xx 15-bs2xx 15-bs134wm LCD BACK COVER Red With Hinges Set,$48.99 –,,GlobaleParts,https://www.newegg.com/p/2S7-000H-005R2
168,"KEYSTONE Crypto Seed Storage, Cryptosteel Capsule Metal Wallet, Cold Storage Backup, 24 Words Bitcoin Key Phrase Storage, Steel Plate, Compatible with Ledger, Trezor, KeepKey (Keystone Tablet)",$44.00 –,,Keystone,https://www.newegg.com/keystone-tablet/p/2S7-025X-00006
169,3.5 inch IPS USB Mini Screen AIDA64 PC CPU RAM HDD Data Monitor Computer Temperature Display Type-C Sub Screen,$39.99 –,,,https://www.newegg.com/p/2S7-01G1-00074
170,110V Wine Cooler Control Board FX-101B PCB161006F1 For Wine Cooler 10.5V,$38.60 –,,youer_supermarket,https://www.newegg.com/p/2S7-08E2-00021
171,DC 12V Nidec 00H220H022 Micro Brushless Motor Water Pump Diaphragm Dosing Metering Self Priming Water Pump PWM Control,$28.00 ,,GUOZHEN,https://www.newegg.com/p/2S7-07JP-219A3
172,"[ Apple MFi Certified ] Apple Watch Charger, LUOM Magnetic Charging Cable Compatible with Apple Watch/iWatch 38mm 42mm - 3.3 Feet (1.0 Meter)",$9.96 –,,Luom Electronics Store,https://www.newegg.com/p/2T2-00E9-00001
173,"PCB Tray ESD Shelf Storage Turnover Rack, Straight-Type, 25 Slot",$20.99 –,,Unique Bargains,https://www.newegg.com/p/2S7-00ZB-00CH1
174,"YAMAY Smart Watch Compatible iPhone and Android Phones IP68 Waterproof, Watches for Men Women Round Smartwatch Fitness Tracker Heart Rate Monitor Digital Watch with Personalized Watch Faces Black",$45.99 ,5,YAMAY,https://www.newegg.com/p/2T2-06CM-00007
175,Japanese nidec 12-24V Built-in driver 24H brushless servo motor 100 line encoder Pwm speed regulation,$17.99 –,,Electronic new century,https://www.newegg.com/p/2S7-07JP-208T7
176,"SINREGeek Genuine Leather Case Cover Protective Cases Locator Protector Shell For AirTag, 2-Pack Genuine Leather Tracker Holder For Apple AirTag Anti-scratch Anti-lost Shell Locator Tracker",$5.90 –,,,https://www.newegg.com/airtag/p/2S7-079A-00001
177,"FIDO Security Key NFC - Two Factor Authentication USB and NFC Security Key, Fits USB-A Ports and Works with Supported NFC Mobile Devices  FIDO U2F and FIDO2 Certified - More Than a Password",$40.99 –,,Adiven Technology,https://www.newegg.com/p/2S7-08BV-00001
178,SN530 m.2 2230 2242 SSD 1TB NVMe PCIe External Hard Drive for Microsoft Surface Pro X Surface Laptop 3,$151.00 ,,,https://www.newegg.com/p/2S7-07JH-00029
179,SME E68EC050A E68EC050A01 4 Wire Speed Encoder  Sensor For Golf Cart Electric Forklift Pallet Truck,$115.00 –,,Electronic new century,https://www.newegg.com/p/2S7-07JP-1PKH3
180,RDH4010B2 DC24V 0.09A 2 Wires 40x40x10mm Cooling Fan,$24.96 –,,,https://www.newegg.com/p/2S7-07JP-1D772
181,SN530 m.2 2230 SSD 1TB NVMe PCIe for Microsoft Surface Pro X Surface Laptop 3,$197.98 ,,SECDIN LIMITED,https://www.newegg.com/p/2S7-07DZ-00037
182,Atmel JTAGICE mkII JTAG ICE mk2 ATJTAGICE2 AVR AVR32 Debugger Emulator compliant,$179.90 –,,1Panda Tech LTD,https://www.newegg.com/p/2S7-007G-00XK0
183,2TB External Game Hard Drive 100000 Games USB 3.0 HDD Retro Game Console Drive,$89.99 –,,POWERNEWSMK2,https://www.newegg.com/p/2S7-0892-00004
184,Laptop cooling fan For Dell OptiPlex 3020 3040 3046m 3050 7040 9020 D10U KSB0705HB-A BAZC0715R5U PVB070E05N -P02 EF70150SX-C020-S9A 5V CPU Fan,$19.99 –,,SXDOOL Electronics Global,https://www.newegg.com/p/2S7-06P4-00055
185,RAM 32G 2RX4 PC4-3200AA-RB2-12 DDR4 REG ECC Server Memory Bar,$437.83 –,,zhongmaozhilian,https://www.newegg.com/p/2S7-07JP-2BAM6
186,"MPM Cat Window Hammock  - Grey | Space Saving Cat Perch, Resting Shelf Sunny Seat for Indoor Cats, Perfect for Sunbathing, Napping, Overlooking",$24.99 –,,,https://www.newegg.com/monoprice-144324-office-supplies-gadgets/p/2S7-014P-005S5
187,CF Card to SATA Adapter Compact Flash Memory Disk to Serial SATA 2.5 Inch Hard Disk Drive HDD Converter,$17.99 –,,Electronic new century,https://www.newegg.com/p/2S7-07JP-239H2
188,AVAGO 1300nm AFCT-5805DZ single mode 1X9 optical transceiver module,$120.75 –,,Electronic new century,https://www.newegg.com/p/2S7-07JP-2KA49
189,For IBMX225 X345 X226 power supply 39Y7178 49P2167 49P2166 39Y7179,$76.00 –,,itsparepart,https://www.newegg.com/p/2S7-0877-00467
190,TZe 221 Tape PTH110 Tape 9mm 0.35 Inch Laminated White for Label Maker Tape Compatible for Brother P-Press 2-Pack,$19.51 ,,,https://www.newegg.com/p/2S7-07JP-2A1D1
191,HGST 4TB 7.2K 6Gbps 128MB SATA 3.5in HDD HDN726040ALE614 0F26902,$86.99 –,,,https://www.newegg.com/p/2S7-00AG-00055
192,PCB Universal Test Stand PCBA Test Rack Embryo Frame DIY Circuit Board Fixture Testing Jig 180x160MM With 4 Acrylic Board,$342.70 –,,,https://www.newegg.com/p/2S7-07JP-1V7D1
193,14V 1.79A 25W AC/DC Adapter For Samsung A2514_RPN BN44-00989A A2514_FPN LCD Monitor Power Supply Charger,$59.57 –,,Electronic new century,https://www.newegg.com/p/2S7-07JP-294J6
194,Metal Camera Cover With Charging Port for Gopro Max Action Camera Housing Side Cover Case for Gopro Max Accessories,$58.31 ,,Creator,https://www.newegg.com/p/2S7-07JP-0YBZ1
195,for Midea air conditioner computer board circuit board KFR-35W/BP3N1 KFR-35W/BP3N1-(S6E2H1+lKCM15L60).D.13.WP2-1,$163.94 –,,Shengkedianzi,https://www.newegg.com/p/2S7-07JP-1SP96
196,"Willful Fitness Tracker IP68 Swimming Waterproof, Heart Rate Monitor Fitness Watch Sport Digital Watch with Step Counter Sleep Tracker Call SMS SNS Notice, Smart Watch for Men Women Kids Purple",$28.99 ,1,,https://www.newegg.com/sw352-activity-tracker-willful-fitness-tracker-with-color-screen-purple/p/2T2-06CJ-00025
197,Genuine For FOXCONN PVA092J12M-P DC 12V 0.95A 90x90x32mm Server Cooler Fan,$32.64 –,,zhongmaozhilian,https://www.newegg.com/p/2S7-07JP-00KB4
198,"Plugable USB C Power Meter Tester for Monitoring USB-C Connections up to 240W - Digital Multimeter Tester for USB-C Cables, Laptops, Phones and Chargers",$29.95 ,5,Plugable Technologies,https://www.newegg.com/p/2S7-03UX-00014
199,1TB SN530 m.2 2230 2242 SSD NVMe PCIe for Microsoft Surface Pro X Surface Laptop 3,$153.54 –,,,https://www.newegg.com/p/2S7-07J9-00045
200,Laptop Keyboard For Gateway GWTN156-1 GWTN156-1RG GWTN156-4 GWTN156-4BK GWTN156-5 GWTN156-5BL English US NO Frame,$64.40 –,,,https://www.newegg.com/p/2S7-07JP-29U87
201,B3Q10-60139 Control Panel Assembly for HP M277 M274 M280 M281 M426 M427 M426fdn M426fdw 277 274 280 281 426 427,$84.29 –,,,https://www.newegg.com/p/2S7-01YW-01XC9
